prompts,results
"i have shortness of breath, depressive or psychotic symptoms, dizziness, insomnia, chest tightness, palpitations, breathing fast. what disease do i have?",you have panic disorder.
"i have anxiety and nervousness, depression, dizziness, chest tightness, irregular heartbeat, breathing fast. what disease do i have?",you have panic disorder.
"i have anxiety and nervousness, depression, shortness of breath, depressive or psychotic symptoms, dizziness, insomnia, chest tightness, irregular heartbeat. what disease do i have?",you have panic disorder.
"i have depression, depressive or psychotic symptoms, dizziness, insomnia, chest tightness, breathing fast. what disease do i have?",you have panic disorder.
"i have sore throat, throat swelling, throat feels tight. what disease do i have?",you have vocal cord polyp.
"i have hoarse voice, sore throat. what disease do i have?",you have vocal cord polyp.
"i have suprapubic pain, vaginal itching, pain during intercourse, frequent urination, vaginal discharge, blood in urine. what disease do i have?",you have atrophic vaginitis.
"i have vomiting, headache, nausea, neck pain. what disease do i have?",you have headache after lumbar puncture.
"i have dizziness, painful urination, neck pain, low back pain. what disease do i have?",you have headache after lumbar puncture.
"i have hand or finger pain, foot or toe pain, elbow pain. what disease do i have?",you have osteochondrosis.
"i have jaundice, arm stiffness or tightness. what disease do i have?",you have metabolic disorder.
"i have suprapubic pain, sharp abdominal pain, pain during intercourse, vaginal discharge, pain during pregnancy, pelvic pain, vaginal pain. what disease do i have?",you have vaginitis.
"i have pain during intercourse, vaginal discharge, vaginal redness. what disease do i have?",you have vaginitis.
"i have suprapubic pain, sharp abdominal pain, painful urination, pain during intercourse, lower abdominal pain, pelvic pain. what disease do i have?",you have vaginitis.
"i have diminished hearing, ringing in ear, plugged feeling in ear. what disease do i have?",you have tinnitus of unknown cause.
"i have anxiety and nervousness, depression, abusing alcohol, acne or pimples, decreased appetite. what disease do i have?",you have eating disorder.
"i have sharp abdominal pain, blood in urine, back pain. what disease do i have?",you have pyelonephritis.
"i have suprapubic pain, sharp abdominal pain, painful urination, frequent urination, lower abdominal pain, blood in urine, back pain, low back pain. what disease do i have?",you have pyelonephritis.
"i have suprapubic pain, sharp abdominal pain, vomiting, nausea, lower abdominal pain, blood in urine, side pain. what disease do i have?",you have pyelonephritis.
"i have leg pain, sharp abdominal pain, back pain, low back pain, pelvic pain, shoulder pain, ache all over. what disease do i have?",you have chronic pain disorder.
"i have leg pain, sharp abdominal pain, headache, shoulder pain, ache all over. what disease do i have?",you have chronic pain disorder.
"i have leg pain, headache, back pain, low back pain, pelvic pain, knee pain, shoulder pain. what disease do i have?",you have chronic pain disorder.
"i have headache, low back pain, pelvic pain, ache all over. what disease do i have?",you have chronic pain disorder.
"i have sharp abdominal pain, vomiting, headache, pelvic pain, spotting or bleeding during pregnancy. what disease do i have?",you have problem during pregnancy.
"i have vomiting, nausea, pelvic pain, problems during pregnancy. what disease do i have?",you have problem during pregnancy.
"i have vomiting, nausea, back pain, problems during pregnancy. what disease do i have?",you have problem during pregnancy.
"i have headache, nausea, pelvic pain. what disease do i have?",you have problem during pregnancy.
"i have vomiting, lower abdominal pain, pelvic pain, cramps and spasms. what disease do i have?",you have problem during pregnancy.
"i have vomiting, headache, nausea, lower abdominal pain, pain during pregnancy, pelvic pain. what disease do i have?",you have problem during pregnancy.
"i have jaundice, sharp abdominal pain, vomiting, decreased appetite, side pain, upper abdominal pain. what disease do i have?",you have choledocholithiasis.
"i have sharp abdominal pain, vomiting, nausea, side pain, upper abdominal pain, chills. what disease do i have?",you have choledocholithiasis.
"i have jaundice, nausea, decreased appetite, side pain, chills. what disease do i have?",you have choledocholithiasis.
"i have symptoms of eye, pain in eye, abnormal movement of eyelid, foreign body sensation in eye. what disease do i have?",you have diabetic retinopathy.
"i have leg pain, hip pain, headache, back pain, neck pain, low back pain, muscle pain. what disease do i have?",you have fibromyalgia.
"i have sharp chest pain, leg pain, hip pain, neck pain, low back pain, muscle pain, ache all over. what disease do i have?",you have fibromyalgia.
"i have leg pain, hip pain, neck pain, low back pain. what disease do i have?",you have fibromyalgia.
"i have retention of urine, blood in stool, vomiting, nausea, burning abdominal pain, constipation. what disease do i have?",you have ischemia of the bowel.
"i have shortness of breath, groin mass, vomiting, back pain, side pain. what disease do i have?",you have peritonitis.
"i have shortness of breath, back pain, side pain. what disease do i have?",you have peritonitis.
"i have sharp chest pain, abusing alcohol, side pain, lower body pain. what disease do i have?",you have acute pancreatitis.
"i have abusing alcohol, sharp abdominal pain, nausea, back pain, burning abdominal pain, hemoptysis. what disease do i have?",you have acute pancreatitis.
"i have abusing alcohol, vomiting, nausea, diarrhea, back pain, burning abdominal pain, side pain, lower body pain, upper abdominal pain. what disease do i have?",you have acute pancreatitis.
"i have sharp chest pain, abusing alcohol, sharp abdominal pain, vomiting, diarrhea, back pain, burning abdominal pain, side pain, lower body pain, upper abdominal pain. what disease do i have?",you have acute pancreatitis.
"i have sharp chest pain, abusing alcohol, sharp abdominal pain, vomiting, lower body pain, upper abdominal pain, hemoptysis. what disease do i have?",you have acute pancreatitis.
"i have sharp chest pain, sharp abdominal pain, vomiting, nausea, back pain, burning abdominal pain, hemoptysis. what disease do i have?",you have acute pancreatitis.
"i have shortness of breath, chest tightness, wheezing, fever, coughing up sputum, coryza, allergic reaction. what disease do i have?",you have asthma.
"i have shortness of breath, sharp chest pain, chest tightness, difficulty breathing, coughing up sputum. what disease do i have?",you have asthma.
"i have cough, nasal congestion, wheezing. what disease do i have?",you have asthma.
"i have chest tightness, cough, difficulty breathing, coughing up sputum. what disease do i have?",you have asthma.
"i have shortness of breath, sharp chest pain, cough, coryza, allergic reaction. what disease do i have?",you have asthma.
"i have vaginal discharge, intermenstrual bleeding, pain during pregnancy, spotting or bleeding during pregnancy, groin pain. what disease do i have?",you have induced abortion.
"i have sharp abdominal pain, lower abdominal pain, intermenstrual bleeding, spotting or bleeding during pregnancy, groin pain. what disease do i have?",you have induced abortion.
"i have vomiting, diarrhea, fluid retention, flu-like syndrome. what disease do i have?",you have infectious gastroenteritis.
"i have sharp abdominal pain, vomiting, nausea, fever, chills, fluid retention, flu-like syndrome. what disease do i have?",you have infectious gastroenteritis.
"i have vomiting, headache, nausea, burning abdominal pain, decreased appetite, fever, chills. what disease do i have?",you have infectious gastroenteritis.
"i have blood in stool, sharp abdominal pain, headache, nausea, diarrhea, burning abdominal pain, decreased appetite, chills, fluid retention. what disease do i have?",you have infectious gastroenteritis.
"i have blood in stool, sharp abdominal pain, vomiting, nausea, diarrhea, burning abdominal pain, decreased appetite, chills, fluid retention, flu-like syndrome. what disease do i have?",you have infectious gastroenteritis.
"i have blood in stool, sharp abdominal pain, nausea. what disease do i have?",you have infectious gastroenteritis.
"i have sore throat, cough. what disease do i have?",you have acute sinusitis.
"i have facial pain, frontal headache, coughing up sputum, coryza. what disease do i have?",you have acute sinusitis.
"i have nasal congestion, facial pain, frontal headache, coughing up sputum, coryza. what disease do i have?",you have acute sinusitis.
"i have sore throat, cough, nasal congestion, facial pain, ear pain, frontal headache, sinus congestion. what disease do i have?",you have acute sinusitis.
"i have cough, frontal headache. what disease do i have?",you have acute sinusitis.
"i have sore throat, ear pain, frontal headache, coughing up sputum, sinus congestion. what disease do i have?",you have acute sinusitis.
"i have sore throat, facial pain, fever, coughing up sputum, coryza, sinus congestion, painful sinuses. what disease do i have?",you have acute sinusitis.
"i have nasal congestion, ear pain, fever, coughing up sputum, sinus congestion, painful sinuses. what disease do i have?",you have acute sinusitis.
"i have cough, facial pain, ear pain, coughing up sputum, coryza. what disease do i have?",you have acute sinusitis.
"i have anxiety and nervousness, depressive or psychotic symptoms, hostile behavior, feeling ill. what disease do i have?",you have substance-related mental disorder.
"i have anxiety and nervousness, insomnia, hostile behavior, feeling ill, delusions or hallucinations. what disease do i have?",you have substance-related mental disorder.
"i have depression, depressive or psychotic symptoms, pain during pregnancy, excessive anger, delusions or hallucinations. what disease do i have?",you have postpartum depression.
"i have leg pain, neck pain, side pain, stiffness all over, back mass or lump. what disease do i have?",you have spondylitis.
"i have hip pain, back pain, neck pain, low back pain, side pain, stiffness all over. what disease do i have?",you have spondylitis.
"i have hip pain, neck pain, lower body pain, stiffness all over, back mass or lump. what disease do i have?",you have spondylitis.
"i have leg pain, low back pain, side pain, stiffness all over, back mass or lump. what disease do i have?",you have spondylitis.
"i have leg pain, hip pain, neck pain, side pain, stiffness all over. what disease do i have?",you have spondylitis.
"i have sharp abdominal pain, involuntary urination, intermenstrual bleeding, cramps and spasms, heavy menstrual flow, unpredictable menstruation, painful menstruation. what disease do i have?",you have uterine fibroids.
"i have sharp abdominal pain, painful urination, long menstrual periods. what disease do i have?",you have idiopathic nonmenstrual bleeding.
"i have diminished vision, symptoms of eye, pain in eye, foreign body sensation in eye, lacrimation, mass on eyelid. what disease do i have?",you have chalazion.
"i have diminished vision, eye redness, mass on eyelid, swollen eye, eyelid swelling. what disease do i have?",you have chalazion.
"i have skin growth, symptoms of eye, pain in eye, foreign body sensation in eye, eye redness, lacrimation, swollen eye. what disease do i have?",you have chalazion.
"i have skin growth, diminished vision, symptoms of eye, eye redness, lacrimation, mass on eyelid, swollen eye, eyelid swelling. what disease do i have?",you have chalazion.
"i have diminished vision, symptoms of eye, pain in eye, lacrimation, eyelid swelling. what disease do i have?",you have chalazion.
"i have diminished vision, foreign body sensation in eye, eye redness, eyelid swelling. what disease do i have?",you have chalazion.
"i have vaginal itching, painful urination, lower abdominal pain, vaginal redness, vulvar irritation, itching of skin. what disease do i have?",you have vaginal yeast infection.
"i have sharp abdominal pain, vaginal itching, vaginal discharge, vaginal redness, vulvar irritation. what disease do i have?",you have vaginal yeast infection.
